evaluation-id, rator-id, ratee-id, question-id, value
(1,1,1,1,'C',3),
(2,1,1,1,'I',3),
(3,1,1,1,'K',3),
(4,1,1,1,'E',3),
(5,1,1,1,'H',3),
(6,1,1,2,'C',4),
(7,1,1,2,'I',4),
(8,1,1,2,'K',4),
(9,1,1,2,'E',4),
(10,1,1,2,'H',4),
(11,1,1,3,'C',5),
(12,1,1,3,'I',5),
(13,1,1,3,'K',5),
(14,1,1,3,'E',5),
(15,1,1,3,'H',5),
(16,1,2,1,'C',2),
(17,1,2,1,'I',3),
(18,1,2,1,'K',2),
(19,1,2,1,'E',3),
(20,1,2,1,'H',2),
(21,1,2,2,'C',4),
(22,1,2,2,'I',4),
(23,1,2,2,'K',4),
(24,1,2,2,'E',4),
(25,1,2,2,'H',4),
(26,1,2,3,'C',4),
(27,1,2,3,'I',4),
(28,1,2,3,'K',4),
(29,1,2,3,'E',4),
(30,1,2,3,'H',4),
(31,1,3,1,'C',3),
(32,1,3,1,'I',3),
(33,1,3,1,'K',3),
(34,1,3,1,'E',3),
(35,1,3,1,'H',4),
(36,1,3,2,'C',4),
(37,1,3,2,'I',4),
(38,1,3,2,'K',5),
(39,1,3,2,'E',4),
(40,1,3,2,'H',4),
(41,1,3,3,'C',5),
(42,1,3,3,'I',5),
(43,1,3,3,'K',5),
(44,1,3,3,'E',5),
(45,1,3,3,'H',5),
(46,1,4,4,'C',3),
(47,1,4,4,'I',4),
(48,1,4,4,'K',3),
(49,1,4,4,'E',4),
(50,1,4,4,'H',4),
(51,1,4,5,'C',2),
(52,1,4,5,'I',3),
(53,1,4,5,'K',2),
(54,1,4,5,'E',3),
(55,1,4,5,'H',3),
(56,,4,6,'C',2),
(57,1,4,6,'I',2),
(58,1,4,6,'K',2),
(59,1,4,6,'E',3),
(60,1,4,6,'H',3),
(61,1,5,4,'C',3),
(62,1,5,4,'I',4),
(63,1,5,4,'K',3),
(64,1,5,4,'E',4),
(65,1,5,4,'H',4),
(66,1,5,5,'C',3),
(67,1,5,5,'I',4),
(68,1,5,5,'K',4),
(69,1,5,5,'E',3),
(70,1,5,5,'H',3),
(71,1,5,6,'C',2),
(72,1,5,6,'I',3),
(73,1,5,6,'K',3),
(74,1,5,6,'E',3),
(75,1,5,6,'H',2),
(76,1,6,4,'C',5),
(77,1,6,4,'I',2),
(78,1,6,4,'K',3),
(79,1,6,4,'E',3),
(80,1,6,4,'H',5),
(81,1,6,5,'C',5),
(82,1,6,5,'I',4),
(83,1,6,5,'K',5),
(84,1,6,5,'E',3),
(85,1,6,5,'H',5),
(86,1,6,6,'C',4),
(87,1,6,6,'I',3),
(88,1,6,6,'K',3),
(89,1,6,6,'E',3),
(90,1,6,6,'H',5),
(91,1,7,7,'C',3),
(92,1,7,7,'I',3),
(93,1,7,7,'K',5),
(94,1,7,7,'E',3),
(95,1,7,7,'H',3),
(96,1,7,8,'C',4),
(97,1,7,8,'I',5),
(98,1,7,8,'K',5),
(99,1,7,8,'E',5),
(100,1,7,8,'H',5),
(101,1,7,9,'C',2),
(102,1,7,9,'I',4),
(103,1,7,9,'K',2),
(104,1,7,9,'E',2),
(105,1,7,9,'H',2),
(106,1,8,7,'C',5),
(107,1,8,7,'I',3),
(108,1,8,7,'K',3),
(109,1,8,7,'E',3),
(110,1,8,7,'H',3),
(111,1,8,8,'C',5),
(112,8,8,'I',5),
(113,1,8,8,'K',5),
(114,1,8,8,'E',5),
(115,1,8,8,'H',5),
(116,1,8,9,'C',2),
(117,1,8,9,'I',4),
(118,1,8,9,'K',2),
(119,1,8,9,'E',2),
(120,1,8,9,'H',2),
(121,1,9,7,'C',4),
(122,1,9,7,'I',4),
(123,1,9,7,'K',4),
(124,1,9,7,'E',4),
(125,1,9,7,'H',4),
(126,1,9,8,'C',5),
(127,1,9,8,'I',5),
(128,1,9,8,'K',5),
(129,1,9,8,'E',5),
(130,1,9,8,'H',5),
(131,1,9,9,'C',5),
(132,1,9,9,'I',5),
(133,1,9,9,'K',5),
(134,1,9,9,'E',4),
(135,1,9,9,'H',4),
(136,1,10,10,'C',4),
(137,1,10,10,'I',5),
(138,1,10,10,'K',5),
(139,1,10,10,'E',4),
(140,1,10,10,'H',5),
(141,1,10,11,'C',3),
(142,1,10,11,'I',4),
(143,1,10,11,'K',4),
(144,1,10,11,'E',4),
(145,1,10,11,'H',4),
(146,1,10,12,'C',4),
(147,1,10,12,'I',3),
(148,1,10,12,'K',3),
(149,1,10,12,'E',5),
(150,1,10,12,'H',5),
(151,1,11,10,'C',5),
(152,1,11,10,'I',5),
(153,1,11,10,'K',5),
(154,1,11,10,'E',4),
(155,1,11,10,'H',5),
(156,1,11,11,'C',5),
(157,1,11,11,'I',3),
(158,1,11,11,'K',4),
(159,1,11,11,'E',4),
(160,1,11,11,'H',5),
(161,1,11,12,'C',5),
(162,1,11,12,'I',3),
(163,1,11,12,'K',5),
(164,1,11,12,'E',5),
(165,1,11,12,'H',5),
(166,1,12,10,'C',4),
(167,1,12,10,'I',5),
(168,1,12,10,'K',4),
(169,1,12,10,'E',4),
(170,1,12,10,'H',5),
(171,1,12,11,'C',2),
(172,1,12,11,'I',3),
(173,1,12,11,'K',3),
(174,1,12,11,'E',4),
(175,1,12,11,'H',3),
(176,1,12,12,'C',4),
(177,1,12,12,'I',3),
(178,1,12,12,'K',3),
(179,1,12,12,'E',3),
(180,1,12,12,'H',5),
(181,1,13,13,'C',4),
(182,1,13,13,'I',4),
(183,1,13,13,'K',4),
(184,1,13,13,'E',4),
(185,1,13,13,'H',5),
(186,1,13,14,'C',4),
(187,1,13,14,'I',3),
(188,1,13,14,'K',3),
(189,1,13,14,'E',5),
(190,1,13,14,'H',5),
(191,1,13,15,'C',4),
(192,1,13,15,'I',5),
(193,1,13,15,'K',4),
(194,1,13,15,'E',4),
(195,1,13,15,'H',4),
(196,1,14,13,'C',4),
(197,1,14,13,'I',4),
(198,1,14,13,'K',4),
(199,1,14,13,'E',4),
(200,1,14,13,'H',5),
(201,1,14,14,'C',5),
(202,1,14,14,'I',3),
(203,1,14,14,'K',5),
(204,1,14,14,'E',5),
(205,1,14,14,'H',5),
(206,1,14,15,'C',5),
(207,1,14,15,'I',5),
(208,1,14,15,'K',4),
(209,1,14,15,'E',4),
(210,1,14,15,'H',5),
(211,1,15,13,'C',4),
(212,1,15,13,'I',4),
(213,1,15,13,'K',4),
(214,1,15,13,'E',4),
(215,1,15,13,'H',5),
(216,1,15,14,'C',4),
(217,1,15,14,'I',3),
(218,1,15,14,'K',5),
(219,1,15,14,'E',5),
(220,1,15,14,'H',5),
(221,1,15,15,'C',4),
(222,1,15,15,'I',5),
(223,1,15,15,'K',4),
(224,1,15,15,'E',4),
(225,1,15,15,'H',4),
(226,1,16,16,'C',5),
(227,1,16,16,'I',5),
(228,1,16,16,'K',5),
(229,1,16,16,'E',5),
(230,1,16,16,'H',5),
(231,1,16,17,'C',5),
(232,1,16,17,'I',5),
(233,1,16,17,'K',5),
(234,1,16,17,'E',5),
(235,1,16,17,'H',5),
(236,1,17,16,'C',5),
(237,1,17,16,'I',5),
(238,1,17,16,'K',5),
(239,1,17,16,'E',5),
(240,1,17,16,'H',5),
(241,1,17,17,'C',4),
(242,1,17,17,'I',4),
(243,1,17,17,'K',4),
(244,1,17,17,'E',5),
(245,1,17,17,'H',4),
(246,1,18,18,'C',4),
(247,1,18,18,'I',5),
(248,1,18,18,'K',4),
(249,1,18,18,'E',4),
(250,1,18,18,'H',4),
(251,1,18,19,'C',4),
(252,1,18,19,'I',4),
(253,1,18,19,'K',4),
(254,1,18,19,'E',4),
(255,1,18,19,'H',3),
(256,1,19,18,'C',4),
(257,1,19,18,'I',5),
(258,1,19,18,'K',4),
(259,1,19,18,'E',4),
(260,1,19,18,'H',3),
(261,1,19,18,'C',3),
(262,1,19,18,'I',3),
(263,1,19,18,'K',3),
(264,1,19,18,'E',4),
